c_real,c_img,divergence
-1.419192,-0.633333,1
-1.419192,-0.611111,1
-1.419192,-0.588889,1
-1.419192,-0.566667,1
-1.419192,-0.544444,1
-1.419192,-0.522222,1
-1.419192,-0.500000,1
-1.419192,-0.477778,1
-1.419192,-0.455556,1
-1.419192,-0.433333,1
-1.419192,-0.411111,1
-1.419192,-0.388889,1
-1.419192,-0.366667,1
-1.419192,-0.344444,1
-1.419192,-0.322222,1
-1.419192,-0.300000,1
-1.419192,-0.277778,1
-1.419192,-0.255556,1
-1.419192,-0.233333,1
-1.419192,-0.211111,1
-1.419192,-0.188889,1
-1.419192,-0.166667,1
-1.419192,-0.144444,1
-1.419192,-0.122222,1
-1.419192,-0.100000,1
-1.419192,-0.077778,1
-1.419192,-0.055556,1
-1.419192,-0.033333,1
-1.419192,-0.011111,1
-1.419192,0.011111,1
-1.419192,0.033333,1
-1.419192,0.055556,1
-1.419192,0.077778,1
-1.419192,0.100000,1
-1.419192,0.122222,1
-1.419192,0.144444,1
-1.419192,0.166667,1
-1.419192,0.188889,1
-1.419192,0.211111,1
-1.419192,0.233333,1
-1.419192,0.255556,1
-1.419192,0.277778,1
-1.419192,0.300000,1
-1.419192,0.322222,1
-1.419192,0.344444,1
-1.419192,0.366667,1
-1.419192,0.388889,1
-1.419192,0.411111,1
-1.419192,0.433333,1
-1.419192,0.455556,1
-1.419192,0.477778,1
-1.419192,0.500000,1
-1.419192,0.522222,1
-1.419192,0.544444,1
-1.419192,0.566667,1
-1.419192,0.588889,1
-1.419192,0.611111,1
-1.419192,0.633333,1
-1.419192,0.655556,1
-1.419192,0.677778,1
-1.419192,0.700000,1
-1.419192,0.722222,1
-1.419192,0.744444,1
-1.419192,0.766667,1
-1.419192,0.788889,1
-1.419192,0.811111,1
-1.419192,0.833333,1
-1.419192,0.855556,1
-1.419192,0.877778,1
-1.419192,0.900000,1
-1.419192,0.922222,1
-1.419192,0.944444,1
-1.419192,0.966667,1
-1.419192,0.988889,1
-1.419192,1.011111,1
-1.419192,1.033333,1
-1.419192,1.055556,1
-1.419192,1.077778,1
-1.419192,1.100000,1
-1.393939,-1.100000,1
-1.393939,-1.077778,1
-1.393939,-1.055556,1
-1.393939,-1.033333,1
-1.393939,-1.011111,1
-1.393939,-0.988889,1
-1.393939,-0.966667,1
-1.393939,-0.944444,1
-1.393939,-0.922222,1
-1.393939,-0.900000,1
-1.393939,-0.877778,1
-1.393939,-0.855556,1
-1.393939,-0.833333,1
-1.393939,-0.811111,1
-1.393939,-0.788889,1
-1.393939,-0.766667,1
-1.393939,-0.744444,1
-1.393939,-0.722222,1
-1.393939,-0.700000,1
-1.393939,-0.677778,1
-1.393939,-0.655556,1
-1.393939,-0.633333,1
-1.393939,-0.611111,1
-1.393939,-0.588889,1
-1.393939,-0.566667,1
-1.393939,-0.544444,1
-1.393939,-0.522222,1
-1.393939,-0.500000,1
-1.393939,-0.477778,1
-1.393939,-0.455556,1
-1.393939,-0.433333,1
-1.393939,-0.411111,1
-1.393939,-0.388889,1
-1.393939,-0.366667,1
-1.393939,-0.344444,1
-1.393939,-0.322222,1
-1.393939,-0.300000,1
-1.393939,-0.277778,1
-1.393939,-0.255556,1
-1.393939,-0.233333,1
-1.393939,-0.211111,1
-1.393939,-0.188889,1
-1.393939,-0.166667,1
-1.393939,-0.144444,1
-1.393939,-0.122222,1
-1.393939,-0.100000,1
-1.393939,-0.077778,1
-1.393939,-0.055556,1
-1.393939,-0.033333,1
-1.393939,-0.011111,1
-1.393939,0.011111,1
-1.393939,0.033333,1
-1.393939,0.055556,1
-1.393939,0.077778,1
-1.393939,0.100000,1
-1.393939,0.122222,1
-1.393939,0.144444,1
-1.393939,0.166667,1
-1.393939,0.188889,1
-1.393939,0.211111,1
-1.393939,0.233333,1
-1.393939,0.255556,1
-1.393939,0.277778,1
-1.393939,0.300000,1
-1.393939,0.322222,1
-1.393939,0.344444,1
-1.393939,0.366667,1
-1.393939,0.388889,1
-1.393939,0.411111,1
-1.393939,0.433333,1
-1.393939,0.455556,1
-1.393939,0.477778,1
-1.393939,0.500000,1
-1.393939,0.522222,1
-1.393939,0.544444,1
-1.393939,0.566667,1
-1.393939,0.588889,1
-1.393939,0.611111,1
-1.393939,0.633333,1
-1.393939,0.655556,1
-1.393939,0.677778,1
-1.393939,0.700000,1
-1.393939,0.722222,1
-1.393939,0.744444,1
-1.393939,0.766667,1
-1.393939,0.788889,1
-1.393939,0.811111,1
-1.393939,0.833333,1
-1.393939,0.855556,1
-1.393939,0.877778,1
-1.393939,0.900000,1
-1.393939,0.922222,1
-1.393939,0.944444,1
-1.393939,0.966667,1
-1.393939,0.988889,1
-1.393939,1.011111,1
-1.393939,1.033333,1
-1.393939,1.055556,1
-1.393939,1.077778,1
-1.393939,1.100000,1
-1.368687,-1.100000,1
-1.368687,-1.077778,1
-1.368687,-1.055556,1
-1.368687,-1.033333,1
-1.368687,-1.011111,1
-1.368687,-0.988889,1
-1.368687,-0.966667,1
-1.368687,-0.944444,1
-1.368687,-0.922222,1
-1.368687,-0.900000,1
-1.368687,-0.877778,1
-1.368687,-0.855556,1
-1.368687,-0.833333,1
-1.368687,-0.811111,1
-1.368687,-0.788889,1
-1.368687,-0.766667,1
-1.368687,-0.744444,1
-1.368687,-0.722222,1
-1.368687,-0.700000,1
-1.368687,-0.677778,1
-1.368687,-0.655556,1
-1.368687,-0.633333,1
-1.368687,-0.611111,1
-1.368687,-0.588889,1
-1.368687,-0.566667,1
-1.368687,-0.544444,1
-1.368687,-0.522222,1
-1.368687,-0.500000,1
-1.368687,-0.477778,1
-1.368687,-0.455556,1
-1.368687,-0.433333,1
-1.368687,-0.411111,1
-1.368687,-0.388889,1
-1.368687,-0.366667,1
-1.368687,-0.344444,1
-1.368687,-0.322222,1
-1.368687,-0.300000,1
-1.368687,-0.277778,1
-1.368687,-0.255556,1
-1.368687,-0.233333,1
-1.368687,-0.211111,1
-1.368687,-0.188889,1
-1.368687,-0.166667,1
-1.368687,-0.144444,1
-1.368687,-0.122222,1
-1.368687,-0.100000,1
-1.368687,-0.077778,1
-1.368687,-0.055556,1
-1.368687,-0.033333,1
-1.368687,-0.011111,1
-1.368687,0.011111,1
-1.368687,0.033333,1
-1.368687,0.055556,1
-1.368687,0.077778,1
-1.368687,0.100000,1
-1.368687,0.122222,1
-1.368687,0.144444,1
-1.368687,0.166667,1
-1.368687,0.188889,1
-1.368687,0.211111,1
-1.368687,0.233333,1
-1.368687,0.255556,1
-1.368687,0.277778,1
-1.368687,0.300000,1
-1.368687,0.322222,1
-1.368687,0.344444,1
-1.368687,0.366667,1
-1.368687,0.388889,1
-1.368687,0.411111,1
-1.368687,0.433333,1
-1.368687,0.455556,1
-1.368687,0.477778,1
-1.368687,0.500000,1
-1.368687,0.522222,1
-1.368687,0.544444,1
-1.368687,0.566667,1
-1.368687,0.588889,1
-1.368687,0.611111,1
-1.368687,0.633333,1
-1.368687,0.655556,1
-1.368687,0.677778,1
-1.368687,0.700000,1
-1.368687,0.722222,1
-1.368687,0.744444,1
-1.368687,0.766667,1
-1.368687,0.788889,1
-1.368687,0.811111,1
-1.368687,0.833333,1
-1.368687,0.855556,1
-1.368687,0.877778,1
-1.368687,0.900000,1
-1.368687,0.922222,1
-1.368687,0.944444,1
-1.368687,0.966667,1
-1.368687,0.988889,1
-1.368687,1.011111,1
-1.368687,1.033333,1
-1.368687,1.055556,1
-1.368687,1.077778,1
-1.368687,1.100000,1
-1.343434,-1.100000,1
-1.343434,-1.077778,1
-1.343434,-1.055556,1
-1.343434,-1.033333,1
-1.343434,-1.011111,1
-1.343434,-0.988889,1
-1.343434,-0.966667,1
-1.343434,-0.944444,1
-1.343434,-0.922222,1
-1.343434,-0.900000,1
-1.343434,-0.877778,1
-1.343434,-0.855556,1
-1.343434,-0.833333,1
-1.343434,-0.811111,1
-1.343434,-0.788889,1
-1.343434,-0.766667,1
-1.343434,-0.744444,1
-1.343434,-0.722222,1
-1.343434,-0.700000,1
-1.343434,-0.677778,1
-1.343434,-0.655556,1
-1.343434,-0.633333,1
-1.343434,-0.611111,1
-1.343434,-0.588889,1
-1.343434,-0.566667,1
-1.343434,-0.544444,1
-1.343434,-0.522222,1
-1.343434,-0.500000,1
-1.343434,-0.477778,1
-1.343434,-0.455556,1
-1.343434,-0.433333,1
-1.343434,-0.411111,1
-1.343434,-0.388889,1
-1.343434,-0.366667,1
-1.343434,-0.344444,1
-1.343434,-0.322222,1
-1.343434,-0.300000,1
-1.343434,-0.277778,1
-1.343434,-0.255556,1
-1.343434,-0.233333,1
-1.343434,-0.211111,1
-1.343434,-0.188889,1
-1.343434,-0.166667,1
-1.343434,-0.144444,1
-1.343434,-0.122222,1
-1.343434,-0.100000,1
-1.343434,-0.077778,1
-1.343434,-0.055556,0
-1.343434,-0.033333,0
-1.343434,-0.011111,0
-1.343434,0.011111,0
-1.343434,0.033333,0
-1.343434,0.055556,0
-1.343434,0.077778,1
-1.343434,0.100000,1
-1.343434,0.122222,1
-1.343434,0.144444,1
-1.343434,0.166667,1
-1.343434,0.188889,1
-1.343434,0.211111,1
-1.343434,0.233333,1
-1.343434,0.255556,1
-1.343434,0.277778,1
-1.343434,0.300000,1
-1.343434,0.322222,1
-1.343434,0.344444,1
-1.343434,0.366667,1
-1.343434,0.388889,1
-1.343434,0.411111,1
-1.343434,0.433333,1
-1.343434,0.455556,1
-1.343434,0.477778,1
-1.343434,0.500000,1
-1.343434,0.522222,1
-1.343434,0.544444,1
-1.343434,0.566667,1
-1.343434,0.588889,1
-1.343434,0.611111,1
-1.343434,0.633333,1
-1.343434,0.655556,1
-1.343434,0.677778,1
-1.343434,0.700000,1
-1.343434,0.722222,1
-1.343434,0.744444,1
-1.343434,0.766667,1
-1.343434,0.788889,1
-1.343434,0.811111,1
-1.343434,0.833333,1
-1.343434,0.855556,1
-1.343434,0.877778,1
-1.343434,0.900000,1
-1.343434,0.922222,1
-1.343434,0.944444,1
-1.343434,0.966667,1
-1.343434,0.988889,1
-1.343434,1.011111,1
-1.343434,1.033333,1
-1.343434,1.055556,1
-1.343434,1.077778,1
-1.343434,1.100000,1
-1.318182,-1.100000,1
-1.318182,-1.077778,1
-1.318182,-1.055556,1
-1.318182,-1.033333,1
-1.318182,-1.011111,1
-1.318182,-0.988889,1
-1.318182,-0.966667,1
-1.318182,-0.944444,1
-1.318182,-0.922222,1
-1.318182,-0.900000,1
-1.318182,-0.877778,1
-1.318182,-0.855556,1
-1.318182,-0.833333,1
-1.318182,-0.811111,1
-1.318182,-0.788889,1
-1.318182,-0.766667,1
-1.318182,-0.744444,1
-1.318182,-0.722222,1
-1.318182,-0.700000,1
-1.318182,-0.677778,1
-1.318182,-0.655556,1
-1.318182,-0.633333,1
-1.318182,-0.611111,1
-1.318182,-0.588889,1
-1.318182,-0.566667,1
-1.318182,-0.544444,1
-1.318182,-0.522222,1
-1.318182,-0.500000,1
-1.318182,-0.477778,1
-1.318182,-0.455556,1
-1.318182,-0.433333,1
-1.318182,-0.411111,1
-1.318182,-0.388889,1
-1.318182,-0.366667,1
-1.318182,-0.344444,1
-1.318182,-0.322222,1
-1.318182,-0.300000,1
-1.318182,-0.277778,1
-1.318182,-0.255556,1
-1.318182,-0.233333,1
-1.318182,-0.211111,1
-1.318182,-0.188889,1
-1.318182,-0.166667,1
-1.318182,-0.144444,1
-1.318182,-0.122222,1
-1.318182,-0.100000,1
-1.318182,-0.077778,1
-1.318182,-0.055556,0
-1.318182,-0.033333,0
-1.318182,-0.011111,0
-1.318182,0.011111,0
-1.318182,0.033333,0
-1.318182,0.055556,0
-1.318182,0.077778,1
-1.318182,0.100000,1
-1.318182,0.122222,1
-1.318182,0.144444,1
-1.318182,0.166667,1
-1.318182,0.188889,1
-1.318182,0.211111,1
-1.318182,0.233333,1
-1.318182,0.255556,1
-1.318182,0.277778,1
-1.318182,0.300000,1
-1.318182,0.322222,1
-1.318182,0.344444,1
-1.318182,0.366667,1
-1.318182,0.388889,1
-1.318182,0.411111,1
-1.318182,0.433333,1
-1.318182,0.455556,1
-1.318182,0.477778,1
-1.318182,0.500000,1
-1.318182,0.522222,1
-1.318182,0.544444,1
-1.318182,0.566667,1
-1.318182,0.588889,1
-1.318182,0.611111,1
-1.318182,0.633333,1
-1.318182,0.655556,1
-1.318182,0.677778,1
-1.318182,0.700000,1
-1.318182,0.722222,1
-1.318182,0.744444,1
-1.318182,0.766667,1
-1.318182,0.788889,1
-1.318182,0.811111,1
-1.318182,0.833333,1
-1.318182,0.855556,1
-1.318182,0.877778,1
-1.318182,0.900000,1
-1.318182,0.922222,1
-1.318182,0.944444,1
-1.318182,0.966667,1
-1.318182,0.988889,1
-1.318182,1.011111,1
-1.318182,1.033333,1
-1.318182,1.055556,1
-1.318182,1.077778,1
-1.318182,1.100000,1
-1.292929,-1.100000,1
-1.292929,-1.077778,1
-1.292929,-1.055556,1
-1.292929,-1.033333,1
-1.292929,-1.011111,1
-1.292929,-0.988889,1
-1.292929,-0.966667,1
-1.292929,-0.944444,1
-1.292929,-0.922222,1
-1.292929,-0.900000,1
-1.292929,-0.877778,1
-1.292929,-0.855556,1
-1.292929,-0.833333,1
-1.292929,-0.811111,1
-1.292929,-0.788889,1
-1.292929,-0.766667,1
-1.292929,-0.744444,1
-1.292929,-0.722222,1
-1.292929,-0.700000,1
-1.292929,-0.677778,1
-1.292929,-0.655556,1
-1.292929,-0.633333,1
-1.292929,-0.611111,1
-1.292929,-0.588889,1
-1.292929,-0.566667,1
-1.292929,-0.544444,1
-1.292929,-0.522222,1
-1.292929,-0.500000,1
-1.292929,-0.477778,1
-1.292929,-0.455556,1
-1.292929,-0.433333,1
-1.292929,-0.411111,1
-1.292929,-0.388889,1
-1.292929,-0.366667,1
-1.292929,-0.344444,1
-1.292929,-0.322222,1
-1.292929,-0.300000,1
-1.292929,-0.277778,1
-1.292929,-0.255556,1
-1.292929,-0.233333,1
-1.292929,-0.211111,1
-1.292929,-0.188889,1
-1.292929,-0.166667,1
-1.292929,-0.144444,1
-1.292929,-0.122222,1
-1.292929,-0.100000,1
-1.292929,-0.077778,1
-1.292929,-0.055556,0
-1.292929,-0.033333,0
-1.292929,-0.011111,0
-1.292929,0.011111,0
-1.292929,0.033333,0
-1.292929,0.055556,0
-1.292929,0.077778,1
-1.292929,0.100000,1
-1.292929,0.122222,1
-1.292929,0.144444,1
-1.292929,0.166667,1
-1.292929,0.188889,1
-1.292929,0.211111,1
-1.292929,0.233333,1
-1.292929,0.255556,1
-1.292929,0.277778,1
-1.292929,0.300000,1
-1.292929,0.322222,1
-1.292929,0.344444,1
-1.292929,0.366667,1
-1.292929,0.388889,1
-1.292929,0.411111,1
-1.292929,0.433333,1
-1.292929,0.455556,1
-1.292929,0.477778,1
-1.292929,0.500000,1
-1.292929,0.522222,1
-1.292929,0.544444,1
-1.292929,0.566667,1
-1.292929,0.588889,1
-1.292929,0.611111,1
-1.292929,0.633333,1
-1.292929,0.655556,1
-1.292929,0.677778,1
-1.292929,0.700000,1
-1.292929,0.722222,1
-1.292929,0.744444,1
-1.292929,0.766667,1
-1.292929,0.788889,1
-1.292929,0.811111,1
-1.292929,0.833333,1
-1.292929,0.855556,1
-1.292929,0.877778,1
-1.292929,0.900000,1
-1.292929,0.922222,1
-1.292929,0.944444,1
-1.292929,0.966667,1
-1.292929,0.988889,1
-1.292929,1.011111,1
-1.292929,1.033333,1
-1.292929,1.055556,1
-1.292929,1.077778,1
-1.292929,1.100000,1
-1.267677,-1.100000,1
-1.267677,-1.077778,1
-1.267677,-1.055556,1
-1.267677,-1.033333,1
-1.267677,-1.011111,1
-1.267677,-0.988889,1
-1.267677,-0.966667,1
-1.267677,-0.944444,1
-1.267677,-0.922222,1
-1.267677,-0.900000,1
-1.267677,-0.877778,1
-1.267677,-0.855556,1
-1.267677,-0.833333,1
-1.267677,-0.811111,1
-1.267677,-0.788889,1
-1.267677,-0.766667,1
-1.267677,-0.744444,1
-1.267677,-0.722222,1
-1.267677,-0.700000,1
-1.267677,-0.677778,1
-1.267677,-0.655556,1
-1.267677,-0.633333,1
-1.267677,-0.611111,1
-1.267677,-0.588889,1
-1.267677,-0.566667,1
-1.267677,-0.544444,1
-1.267677,-0.522222,1
-1.267677,-0.500000,1
-1.267677,-0.477778,1
-1.267677,-0.455556,1
-1.267677,-0.433333,1
-1.267677,-0.411111,1
-1.267677,-0.388889,1
-1.267677,-0.366667,1
-1.267677,-0.344444,1
-1.267677,-0.322222,1
-1.267677,-0.300000,1
-1.267677,-0.277778,1
-1.267677,-0.255556,1
-1.267677,-0.233333,1
-1.267677,-0.211111,1
-1.267677,-0.188889,1
-1.267677,-0.166667,1
-1.267677,-0.144444,1
-1.267677,-0.122222,1
-1.267677,-0.100000,1
-1.267677,-0.077778,1
-1.267677,-0.055556,1
-1.267677,-0.033333,0
-1.267677,-0.011111,0
-1.267677,0.011111,0
-1.267677,0.033333,0
-1.267677,0.055556,1
-1.267677,0.077778,1
-1.267677,0.100000,1
-1.267677,0.122222,1
-1.267677,0.144444,1
-1.267677,0.166667,1
-1.267677,0.188889,1
-1.267677,0.211111,1
-1.267677,0.233333,1
-1.267677,0.255556,1
-1.267677,0.277778,1
-1.267677,0.300000,1
-1.267677,0.322222,1
-1.267677,0.344444,1
-1.267677,0.366667,1
-1.267677,0.388889,1
-1.267677,0.411111,1
-1.267677,0.433333,1
-1.267677,0.455556,1
-1.267677,0.477778,1
-1.267677,0.500000,1
-1.267677,0.522222,1
-1.267677,0.544444,1
-1.267677,0.566667,1
-1.267677,0.588889,1
-1.267677,0.611111,1
-1.267677,0.633333,1
-1.267677,0.655556,1
-1.267677,0.677778,1
-1.267677,0.700000,1
-1.267677,0.722222,1
-1.267677,0.744444,1
-1.267677,0.766667,1
-1.267677,0.788889,1
-1.267677,0.811111,1
-1.267677,0.833333,1
-1.267677,0.855556,1
-1.267677,0.877778,1
-1.267677,0.900000,1
-1.267677,0.922222,1
-1.267677,0.944444,1
-1.267677,0.966667,1
-1.267677,0.988889,1
-1.267677,1.011111,1
-1.267677,1.033333,1
-1.267677,1.055556,1
-1.267677,1.077778,1
-1.267677,1.100000,1
-1.242424,-1.100000,1
-1.242424,-1.077778,1
-1.242424,-1.055556,1
-1.242424,-1.033333,1
-1.242424,-1.011111,1
-1.242424,-0.988889,1
-1.242424,-0.966667,1
-1.242424,-0.944444,1
-1.242424,-0.922222,1
-1.242424,-0.900000,1
-1.242424,-0.877778,1
-1.242424,-0.855556,1
-1.242424,-0.833333,1
-1.242424,-0.811111,1
-1.242424,-0.788889,1
-1.242424,-0.766667,1
-1.242424,-0.744444,1
-1.242424,-0.722222,1
-1.242424,-0.700000,1
-1.242424,-0.677778,1
-1.242424,-0.655556,1
-1.242424,-0.633333,1
-1.242424,-0.611111,1
-1.242424,-0.588889,1
-1.242424,-0.566667,1
-1.242424,-0.544444,1
-1.242424,-0.522222,1
-1.242424,-0.500000,1
-1.242424,-0.477778,1
-1.242424,-0.455556,1
-1.242424,-0.433333,1
-1.242424,-0.411111,1
-1.242424,-0.388889,1
-1.242424,-0.366667,1
-1.242424,-0.344444,1
-1.242424,-0.322222,1
-1.242424,-0.300000,1
-1.242424,-0.277778,1
-1.242424,-0.255556,1
-1.242424,-0.233333,1
-1.242424,-0.211111,1
-1.242424,-0.188889,1
-1.242424,-0.166667,1
-1.242424,-0.144444,1
-1.242424,-0.122222,1
-1.242424,-0.100000,1
-1.242424,-0.077778,1
-1.242424,-0.055556,0
-1.242424,-0.033333,0
-1.242424,-0.011111,0
-1.242424,0.011111,0
-1.242424,0.033333,0
-1.242424,0.055556,0
-1.242424,0.077778,1
-1.242424,0.100000,1
-1.242424,0.122222,1
-1.242424,0.144444,1
-1.242424,0.166667,1
-1.242424,0.188889,1
-1.242424,0.211111,1
-1.242424,0.233333,1
-1.242424,0.255556,1
-1.242424,0.277778,1
-1.242424,0.300000,1
-1.242424,0.322222,1
-1.242424,0.344444,1
-1.242424,0.366667,1
-1.242424,0.388889,1
-1.242424,0.411111,1
-1.242424,0.433333,1
-1.242424,0.455556,1
-1.242424,0.477778,1
-1.242424,0.500000,1
-1.242424,0.522222,1
-1.242424,0.544444,1
-1.242424,0.566667,1
-1.242424,0.588889,1
-1.242424,0.611111,1
-1.242424,0.633333,1
-1.242424,0.655556,1
-1.242424,0.677778,1
-1.242424,0.700000,1
-1.242424,0.722222,1
-1.242424,0.744444,1
-1.242424,0.766667,1
-1.242424,0.788889,1
-1.242424,0.811111,1
-1.242424,0.833333,1
-1.242424,0.855556,1
-1.242424,0.877778,1
-1.242424,0.900000,1
-1.242424,0.922222,1
-1.242424,0.944444,1
-1.242424,0.966667,1
-1.242424,0.988889,1
-1.242424,1.011111,1
-1.242424,1.033333,1
-1.242424,1.055556,1
-1.242424,1.077778,1
-1.242424,1.100000,1
-1.217172,-1.100000,1
-1.217172,-1.077778,1
-1.217172,-1.055556,1
-1.217172,-1.033333,1
-1.217172,-1.011111,1
-1.217172,-0.988889,1
-1.217172,-0.966667,1
-1.217172,-0.944444,1
-1.217172,-0.922222,1
-1.217172,-0.900000,1
-1.217172,-0.877778,1
-1.217172,-0.855556,1
-1.217172,-0.833333,1
-1.217172,-0.811111,1
-1.217172,-0.788889,1
-1.217172,-0.766667,1
-1.217172,-0.744444,1
-1.217172,-0.722222,1
-1.217172,-0.700000,1
-1.217172,-0.677778,1
-1.217172,-0.655556,1
-1.217172,-0.633333,1
-1.217172,-0.611111,1
-1.217172,-0.588889,1
-1.217172,-0.566667,1
-1.217172,-0.544444,1
-1.217172,-0.522222,1
-1.217172,-0.500000,1
-1.217172,-0.477778,1
-1.217172,-0.455556,1
-1.217172,-0.433333,1
-1.217172,-0.411111,1
-1.217172,-0.388889,1
-1.217172,-0.366667,1
-1.217172,-0.344444,1
-1.217172,-0.322222,1
-1.217172,-0.300000,1
-1.217172,-0.277778,1
-1.217172,-0.255556,1
-1.217172,-0.233333,1
-1.217172,-0.211111,1
-1.217172,-0.188889,1
-1.217172,-0.166667,1
-1.217172,-0.144444,0
-1.217172,-0.122222,0
-1.217172,-0.100000,0
-1.217172,-0.077778,0
-1.217172,-0.055556,0
-1.217172,-0.033333,0
-1.217172,-0.011111,0
-1.217172,0.011111,0
-1.217172,0.033333,0
-1.217172,0.055556,0
-1.217172,0.077778,0
-1.217172,0.100000,0
-1.217172,0.122222,0
-1.217172,0.144444,0
-1.217172,0.166667,1
-1.217172,0.188889,1
-1.217172,0.211111,1
-1.217172,0.233333,1
-1.217172,0.255556,1
-1.217172,0.277778,1
-1.217172,0.300000,1
-1.217172,0.322222,1
-1.217172,0.344444,1
-1.217172,0.366667,1
-1.217172,0.388889,1
-1.217172,0.411111,1
-1.217172,0.433333,1
-1.217172,0.455556,1
-1.217172,0.477778,1
-1.217172,0.500000,1
-1.217172,0.522222,1
-1.217172,0.544444,1
-1.217172,0.566667,1
-1.217172,0.588889,1
-1.217172,0.611111,1
-1.217172,0.633333,1
-1.217172,0.655556,1
-1.217172,0.677778,1
-1.217172,0.700000,1
-1.217172,0.722222,1
-1.217172,0.744444,1
-1.217172,0.766667,1
-1.217172,0.788889,1
-1.217172,0.811111,1
-1.217172,0.833333,1
-1.217172,0.855556,1
-1.217172,0.877778,1
-1.217172,0.900000,1
-1.217172,0.922222,1
-1.217172,0.944444,1
-1.217172,0.966667,1
-1.217172,0.988889,1
-1.217172,1.011111,1
-1.217172,1.033333,1
-1.217172,1.055556,1
-1.217172,1.077778,1
-1.217172,1.100000,1
-1.191919,-1.100000,1
-1.191919,-1.077778,1
-1.191919,-1.055556,1
-1.191919,-1.033333,1
-1.191919,-1.011111,1
-1.191919,-0.988889,1
-1.191919,-0.966667,1
-1.191919,-0.944444,1
-1.191919,-0.922222,1
-1.191919,-0.900000,1
-1.191919,-0.877778,1
-1.191919,-0.855556,1
-1.191919,-0.833333,1
-1.191919,-0.811111,1
-1.191919,-0.788889,1
-1.191919,-0.766667,1
-1.191919,-0.744444,1
-1.191919,-0.722222,1
-1.191919,-0.700000,1
-1.191919,-0.677778,1
-1.191919,-0.655556,1
-1.191919,-0.633333,1
-1.191919,-0.611111,1
-1.191919,-0.588889,1
-1.191919,-0.566667,1
-1.191919,-0.544444,1
-1.191919,-0.522222,1
-1.191919,-0.500000,1
-1.191919,-0.477778,1
-1.191919,-0.455556,1
-1.191919,-0.433333,1
-1.191919,-0.411111,1
-1.191919,-0.388889,1
-1.191919,-0.366667,1
-1.191919,-0.344444,1
-1.191919,-0.322222,1
-1.191919,-0.300000,1
-1.191919,-0.277778,1
-1.191919,-0.255556,1
-1.191919,-0.233333,1
-1.191919,-0.211111,1
-1.191919,-0.188889,1
-1.191919,-0.166667,1
-1.191919,-0.144444,0
-1.191919,-0.122222,0
-1.191919,-0.100000,0
-1.191919,-0.077778,0
-1.191919,-0.055556,0
-1.191919,-0.033333,0
-1.191919,-0.011111,0
-1.191919,0.011111,0
-1.191919,0.033333,0
-1.191919,0.055556,0
-1.191919,0.077778,0
-1.191919,0.100000,0
-1.191919,0.122222,0
-1.191919,0.144444,0
-1.191919,0.166667,1
-1.191919,0.188889,1
-1.191919,0.211111,1
-1.191919,0.233333,1
-1.191919,0.255556,1
-1.191919,0.277778,1
-1.191919,0.300000,1
-1.191919,0.322222,1
-1.191919,0.344444,1
-1.191919,0.366667,1
-1.191919,0.388889,1
-1.191919,0.411111,1
-1.191919,0.433333,1
-1.191919,0.455556,1
-1.191919,0.477778,1
-1.191919,0.500000,1
-1.191919,0.522222,1
-1.191919,0.544444,1
-1.191919,0.566667,1
-1.191919,0.588889,1
-1.191919,0.611111,1
-1.191919,0.633333,1
-1.191919,0.655556,1
-1.191919,0.677778,1
-1.191919,0.700000,1
-1.191919,0.722222,1
-1.191919,0.744444,1
-1.191919,0.766667,1
-1.191919,0.788889,1
-1.191919,0.811111,1
-1.191919,0.833333,1
-1.191919,0.855556,1
-1.191919,0.877778,1
-1.191919,0.900000,1
-1.191919,0.922222,1
-1.191919,0.944444,1
-1.191919,0.966667,1
-1.191919,0.988889,1
-1.191919,1.011111,1
-1.191919,1.033333,1
-1.191919,1.055556,1
-1.191919,1.077778,1
-1.191919,1.100000,1
-1.166667,-1.100000,1
-1.166667,-1.077778,1
-1.166667,-1.055556,1
-1.166667,-1.033333,1
-1.166667,-1.011111,1
-1.166667,-0.988889,1
-1.166667,-0.966667,1
-1.166667,-0.944444,1
-1.166667,-0.922222,1
-1.166667,-0.900000,1
-1.166667,-0.877778,1
-1.166667,-0.855556,1
-1.166667,-0.833333,1
-1.166667,-0.811111,1
-1.166667,-0.788889,1
-1.166667,-0.766667,1
-1.166667,-0.744444,1
-1.166667,-0.722222,1
-1.166667,-0.700000,1
-1.166667,-0.677778,1
-1.166667,-0.655556,1
-1.166667,-0.633333,1
-1.166667,-0.611111,1
-1.166667,-0.588889,1
-1.166667,-0.566667,1
-1.166667,-0.544444,1
-1.166667,-0.522222,1
-1.166667,-0.500000,1
-1.166667,-0.477778,1
-1.166667,-0.455556,1
-1.166667,-0.433333,1
-1.166667,-0.411111,1
-1.166667,-0.388889,1
-1.166667,-0.366667,1
-1.166667,-0.344444,1
-1.166667,-0.322222,1
-1.166667,-0.300000,1
-1.166667,-0.277778,1
-1.166667,-0.255556,1
-1.166667,-0.233333,1
-1.166667,-0.211111,1
-1.166667,-0.188889,0
-1.166667,-0.166667,0
-1.166667,-0.144444,0
-1.166667,-0.122222,0
-1.166667,-0.100000,0
-1.166667,-0.077778,0
-1.166667,-0.055556,0
-1.166667,-0.033333,0
-1.166667,-0.011111,0
-1.166667,0.011111,0
-1.166667,0.033333,0
-1.166667,0.055556,0
-1.166667,0.077778,0
-1.166667,0.100000,0
-1.166667,0.122222,0
